textos,labels
ejemplo ilustran participacion inclusion nino desarrollo actividad transicion educacion avanzar colocar realmente necesidad nino centro debate   importante esfuerzo jurisdicción proporcionar informacion padre trav publicación especial   folleto reunión padre   necesitar trabajo   creencia transición sencillo organica dificulto participacion padre actividad transicion,4
comportamiento relacionado enfermedad importante   ejemplo   enfermedad circulatoria respiratoria   forma cancer   calculo publicado oms   oms   2009   tabla 1   país renta alto    responsable millón muerte anual país renta alto mundo   concretamente   calculo oms sugerir 68   muerte 44   ano vida ajustado funcion discapacidad causado riesgo salud modificable   país ingreso alto    siglo producir cambio comportamiento poblacion relacion salud   caber esperar cambio   ejemplo   disminucion prevalencia tabaquismo país   haber efecto beneficioso salud,3
indicador incluir   ejemplo   capacidad registrar persona esquizofrenia   trastorno bipolar psicosis serie prueba deteccion   imc   consumo alcohol   glucós sangre   paciente esquizofrenia   trastorno bipolar psicosis   indicador qof   porcentaje paciente registro plan atencion integral documentado registro acordado persona   familiar cuidador correspondo    bma   2014    lista completo indicador qof 2013 14 bma   2014  ,3
normalmente referir equidad resultado educativo   forma comparar rendimiento estudiante escuela sistema educativo   ejemplo   escala competencia lector pisa 2009   variacion desempeno escuela finlandia 7 7    comparacion variacion promedio ocde 42     ocde   2010a  ,4
lonir christiansen per tronsmo presentar enfoque noruego liderazgo programa nacional desarrollo profesional liderazgo escolar programa equipo asesor asesorar director proveedor local   ejemplo australia sur israel presentado susanne owen dorit tubin presentar trabajo sección particular ministerio educacion buscar impulsar aprendizaje innovador proporcionar condición apoyar él   superposicion oportunidad aprendizaje red ayudo mantener ampliar influencia liderazgo   ciel programa basar investigación internacional desarrollo liderazgo escolar   particular trabajo stefan huber viviane robinson,4
norte circumpolar   pueblo indigena teniar experiencia común sistema educativo basado    forma   occidental   ensenanza   aprendizaje conocimiento operar intencion asimilacion     norte lugar   zelanda hawai   pueblo indigena trabajar crear sistema educativo controlado indigena basado    forma occidental escolarizacion imponer siglo     basado    educacion indigenar   epistemologia cosmovisión   región circumpolar   esfuerzo ocurrir sistema educativo occidental dominante     sistema occidental reemplazar completo,4
heterogeneidad sustancial país eu silc tasa entrada salida pobreza infantil   país escandinavo tender combinar tasa bajo entrada salido   país sur europa tender tasa alto entrada salida pobreza   evento ingreso nivel hogar     crecimiento relativo ingreso empleado   resultar predictor importante transición pobreza   seguido evento empleo     cambio numero trabajador adulto    evento demografico relativamente raro relacion transición pobreza infantil eu silc,1
comparacion privacion multidimensional nino pib per capita país mostrar correlacion moderado indicar capacidad predecir privacion infantil funcion actividad economico pais     haber correlacion modesta ausente privacion diverso medida pobreza monetario   subrayar concepto pobreza identificar     grupo persona     medida pobreza deberiar utilizar él forma complementario   especialmente respectar pobreza infantil   counting and multidimensional poverty measurement    journal of public economics    ,1
caso centro atencion primario pequeno   enfoque comun presupuesto incremental basado importe historico     reforma presupuesto centro ambito politico importante   iniciativa curso reforma pago proveedor   grupo relacionado diagnostico   ayudar presupuesto basar necesidad   proveedor servicio recibir directriz claro dotación presupuestaria general trabajar hora presentar proyecto presupuesto   entender razon importante departamento salud provincial soler considerar solicitud proveedor servicio sanitario elevado realista,3
modelo atencion colaborativo utilizar atencion escalonado rentable   intensidad intensificar demostrar necesario   paciente ofrecer intervencion   probable efectivo   relativamente facil implementar costo efecto secundario relativamente bajo,3
suma   enfatacer   subsistencia permitiar   lujo alegre alegrar vida    publicado 1901     linea pobreza   rowntree   frase   afirmar   intento fije linea pobreza linea cientifica    estudiar condición vida 10 000 familia clase trabajador ciudad york   proponer nivel ingreso minimo asegurar   nutricion adecuado elemento esencial 6   rowntreir procedio dividir juzgado   pobre   25    grupo   grupo definio vivir   pobreza primario   simplemente teniar suficiente ingreso satisfacer necesidad basica     pobreza secundario      lograr satisfacer necesidad basica   necesidad ingreso ser bajo   gastar dinero articu él esencial   cerveza tabaco considerar particularmente esencial  ,1
nino vivir hogar ingreso procedente empleo   hogar experimentar caida ingreso asalariado 5    correr sistematicamente alto riesgo entrar pobreza     acontecimiento relacionado empleo impacto menor   reducción numero adulto empleado   aumentar sistematicamente riesgo entrada pobreza   acontecimiento demografico   raro panel corto eu silc   influencia transición pobreza infantil eu silc,1
conocimiento estudio longitudinal infancia   ecls   unidos sugerir maestro primaria titulo especializado educacion primario mejorar rendimiento lectura estudiante   comparacion maestro titulo avanzado   croninger et    the effect calificación docente pronunciado agregar nivel escuela   proporcion docente titulo avanzado escuela   impacto desempeno estudiante   croninger et   2007    desarrollo profesional relacionado habilidad calidad personal eapi   independientemente nivel educativo   burchinal et    research on professional development for primary school teacher producir resultado similar   angrist and lavy   1998   bressoux   kramarz and prost   2008  ,4
tendencia demografica reciente   incluir caida tasa natalidad aumento urbanizacion   preocupación calidad escuela pequena   plantear duda viabilidad escuela rural   resultado   necesidad urgente dirigir recurso escuela desfavorecido enfrentar obstaculo   capitulo 4      reforma integrar estrategia sistema aumentar rendimiento academico estudiante,4
centro salud soler unidad hospitalizacion dirigido medico general   gp    mayoria paciente cronico atencion plazo   atencion terciaria brindar hospital universitario   paciente necesitar derivacion acceder atencion especializado   caso emergencia   atencion emergencia brindar 24 hora   7 semana centro salud hospital   implementar cambio concentrar amplio gama atencion emergencia 12 hospital principal,3
capitulo cerrar revision impacto importación nación industrial país desarrollo utilizar indicador intensidad pobreza importación   seccion implicación politica analizar medida nacional internacional mejorar situacion persona pobre país pobre   creer integracion comercio mundial perjudicial pobre país desarrollo   sostener participacion país desarrollo mercado mundial reduccion considerable pobreza mundial,1
practica soler percibir él oportunidad extra adquirir plenamente conocimiento necesario avanzar     investigacion demostrar consistentemente repeticion grado brindar mayor beneficio promocion grado   brophy   2006    japon   malasio noruego   ningun alumno 15 ano repetido curso   colombia macao chinar 40    alumno repetido curso,4
mortalidad tratable     muerte evitar él atencion medico oportuno eficaz   proporcionar medida impacto atencion salud salud poblacion esperanza vida   ver afectado prevalencia enfermedad logro medico   gay et    tasa mortalidad tratable finlandia hombre alto pais nordico   mujer bajo islandia   resultado variar ampliamente enfermedad   enfermedad sistema circulatorio cancer   junto   representar 80   mortalidad tratable finlandia ocde,3
mediados siglo xx   sistema educativo expandir enormemente población humano educado   economia emergente país desarrollo ampliar cesar sistema educativo   considerar educacion ingrediente indispensable modernizacion progreso     beneficio individuo sociedad educacion seguir impresionante,4
subsidio vivienda gobierno regional representar gasto acceso servicio basico   proyección gasto proteccion social capitulo 3 estudio incluir escenario ayuda humanitario incluir gasto proteccion social   escenario excluir   gasto gobierno federal aumento tasa rapido fuente 2012 13 2015 16   crecimiento promedio anual 24   ,1
curso soler noche incluir tema general   gestion tema teorico practico formacion profesional   suizo abrir fachhochschulir graduado sistema aprendizaje dual trav creacion examen matriculacion profesional especifico   berufsmaturitat    completar él paralelo programa aprendizaje   proporcionar acceso educacion terciario   12    aprendiz graduado obtener berufsmaturitat representar mitad estudiante fachhochschulen   fazekas field   2013a     acceso fachhochschulen reconocimiento aprendizaje previo  ,4
ocde identificar palanca politica efectivo fomentar calidad sector   1   objetivo regulación calidad   2   plan estudio directriz   3   mano obra   4   participacion familia comunidad   5   dato   investigacion seguimiento   aspecto   suecia mejora calidad trav curriculo prioridad   curriculo equilibrado disenado clave proporcionar eapi alto calidad resultado holistico favorable nino   garantizar continuidad eapi educacion primario   asegurar nino estir equipado conocimiento habilidad necesario escuela primario aprendizaje posterior,4
especificamente   costo beneficio   2 50 persona mayor 60 ano oscilar 0 5   2 7   pib   costo país pobre     2 50 representar proporcion ingreso promedio   riesgo pobreza persona mayor disminuir   tasa pobreza adulto joven familia nino aumentar     tasa inicial pobreza vejez alto   persona 75 ano seguir grupo probabilidad pobre   persona 66 75 ano   cambio   probabilidad pobre poblacion conjunto,1
  esfuerzo reciente   gasto publico educacion mantener considerablemente promedio ocde gasto equivalente país america latino   comparacion internacional   gasto publico particularmente programa publico secundaria superior general   nivel gasto relativamente traducir gasto inadecuado salario maestro lider escolar material aprendizaje   desafio satisfacer demanda plaza educacion preescolar   esfuerzo considerable aumentar salario maestro publico ultimo ano   salario relativo maestro publico seguir bajo,4
incompletitud registro admisión obligatorio estatus legal remisión preocupación particular   especialmente dato disponible sugerir diferencia regional significativo   marcado aumento notificacion dato tiempo espera alentador   desear mejora similar indicador   ejemplo   medicion restriccion   fisico quimicar    potencialmente medido clave calidad atencion salud mental   incluir protocolo papel   informar él junta supervision mensualmente informar él nivel nacional   actualidad   recopilacion dato nacional operativa recopilar 25   informe medida contencion,3
lugar   institucion seguridad social finlandia cubrir gasto viaje costo medicamento   ministerio salud   departamento sundhed peqqissutsimut naalakkersuisoqarfik   responsabilidad general servicio salud   funcionamiento hospital queen ingrid atencion terciaria nuuk centro salud hospital rural pueblo aldea   groenlandiar organizada 16 distrito salud,3
encuestado luxemburgu llego sugerir separacion función realidad obstaculizar avance genomica control enfermedad infeccioso pais   grupo país   enfermedad infeccioso evidentemente importancia politica nacional salud publicar investigacion desarrollo genomicos     caso sudafrico   respuesta recibido desprender genomica medicar orientada exclusivamente elucidacion control enfermedad infeccioso   escaso inter tipo estudio enfermedad cronica favorecido defensor medicina estratificado demas país analizado,3
cuarto lugar   mortalidad susceptible   indicador longevidad   intervención sanitario destinado mejorar calidad vida prolongar él   ejemplo   terapia aliviar dolor atencion mental    reducir carencia dato   proyecto indicador calidad atencion sanitario   hcqi   ocde   comenzo 2001   desarrollar conjunto indicador   garcia armesto et    edicion 2009 health at glance presentar seleccion 23 hcqi   incluir tasa cribado   supervivencia mortalidad cancer seleccionado   tasa vacunacion tasa ingreso hospitalario evitabl enfermedad cronica,3
haber exito reportado reduccion nivel pobreza global   numero persona vivir 1 25 dolar país desarrollo disminuir 1940 millón 1200 millón 1981 2010   figurar 1 1      proporcion persona viviar pobreza extremo reducir 52 21 ciento periodo 1981 2010,1
sector servicio   especialmente país adelantado   enfrentar desafio creado naturaleza informal actividad servicio   perpetuar pobreza aumentar vulnerabilidad pobre   pais supero umbral ingreso nacional bruto per capita indice activo humano revision 2018   pais mantener avance desarrollo cumplir criterio nuevamente 2021   calificar eliminar lista 2024   contexto transformacion estructural   republica democratico popular lao enfrentar competencia intenso excedent mano obra   país produccion ensamblaje gama bajo enfrentar industrializador   especialmente economia globalizado,1
objetivo heat   proporcionar acceso rapido servicio salud mental entrega 18 semana derivacion tratamiento terapia psicologica diciembre 2014   aprobar gobierno escoz noviembre 2010 actualmente implementar junta salud   objetivo brindar terapia psicologica basado evidencia tiempo8 tratar eficiente eficaz trastorno mental   ejemplo     matriz   terapia psicologica desarrollar guia ayudar junta salud brindar terapia psicologica eficiente efectivo   lograr objetivo   matrix resumir consejo actualizado intervención basado evidencia   brindar capacitacion necesario brindar terapia seguro efectivo identificar brecha clave servicio salud mental   diagrama impulsor desarrollar apoyar implementacion meta actividad junta salud   metodo concebido identificar parte sistema prestacion servicio salud mental mejorar él recomendación cambio especifico,3
sistema evaluacion calidad   aspecto mercado laboral destacado   manifestar creciente importancia encuesta ex alumno composicion panel evaluacion   externo    hogskoleverket   2011    ejemplo   ranking times higher qs world university adoptar empleabilidad graduado indicador     representar 10   ranking general   impacto insignificante comparacion alto peso otorgado calidad investigacion   weert   2011    percepcion demanda habilidad cambiar rapidamente país ocde estimular intento predecir sector ocupación probabilidad expandir él proximos ano,4
incentivo sanción torno cumplimiento directriz   adecuadamente adaptado condición local   apropiar   implicar perdida atencion continuo personalizado paciente danés valorar razon   país practica individual practica pequeno grupo medico perder espiritu   tiempo   necesitar apoyo ampliar calidad   seguridad beneficio apoyo par practica grupo medico cabecera trabajar entorno practica grupo factible   trabajar zona rural,3
crucial construccion democracia estable   mayoria mercado laboral basado    habilidad establecimiento nivel alto bienestar america latino   resultado educativo estancar ultima decado   creciente desigualdad lento crecimiento   correr riesgo estancar futuro crecimiento inclusivo pais   capitulo ofrecer vision general organizado sistema educativo costa rico analizar principal tendencia acceso   calidad equidad   seccion examina arreglo actual gobernanza financiamiento   aprovechar sistema nivel alto desempeno,4
cantidad movilidad linea pobreza   afirmación   31   persona extremadamente pobre   deber él combinación pobreza cronico   escape pobreza empobrecimiento   medir movilidad país   formulacion politica requerir gobierno parte interesado tener informacion analisis causal dinamica pobreza   recuadro 4 2 brindar idea meta objetivo dinamica pobreza,1
seccion 4 analizar ayuda comercio contribuir reforzar impacto comercio crecimiento reduccion pobreza   herramienta politica reforzar impacto comercio reduccion pobreza   ejemplo crear capacidad productivo   conectar pobre mercado mitigar coste ajuste   seccion 5 subrayar necesidad enfoque integracion economico adaptado pais   seccion 6 concluir resumir principal conclusión politica beneficio potencial comercio juego,1
actualmente   asamblea legislativo discutir propuesta bienvenido obligatorio acreditacion programa ensenanza universidad privado   esfuerzo elevar calidad formacion inicial docente adecuar curso requisito escuela   plan estudio   evaluación docente mostrar 40   docente ingl 29   docente matematica dominar contenido plan estudio esperar ensenar   curso nacional capacitacion mejorar   docente recibir apoyo regular retroalimentacion practica docente,4
tiempo   chile aumentar bono nino   manteniendolo progresivo   aumentar gasto publico educacion   evidencia empirico país sugerir proporcion escuela privado impacto positivo resultado pisa   proporcion financiamiento publico alto   wolsmann   2005    contrario   sistema escolar alto proporcion financiamiento privado lograr resultado debil   presumiblemente suficiente ayudar nino menor capacidad poner él   gobierno supervisar escuela ingresar sistema sep aceptar subsidio adicional   crear desincentivo participar,4
introducir incentivo fomentar admision paciente directamente centro salud mental   esfuerzo reducir retraso   prefectura elaborar plan regional atencion medico incluir salud mental region   proporcionar orientacion supervisar proveedor atencion sanitario   prefectura papel central administracion ley salud mental bienestar   responsable localizar psiquiatra designado necesario firmar ingreso involuntario   responsable localizar plaza hospitalario ingreso involuntario,3
afroamericano rechazar unicamente nombre   empleador obtener curriculo   recibir mitad oferta trabajo candidato blanco   ley nepal intocabilidad   persona considerado casta inferior seguir estar excluida trabajo servicio   dalit ganar considerablemente dalit   trato discriminatorio persona discapacidad extendido implicación medio subsistencia   mauricio   panamar   peru   federacion rusia unido   brecha empleo persona discapacidad persona discapacidad 40 punto porcentual,1
abordar resultado educativo grupo analizar principal programa dirigido   capitulo especial hincapie area prioritario chile   forma eficaz utilizar recurso adicional alumno desfavorecido   seguimiento resultado aprendizaje grupo especifico alumno reflejo cultura indigena sistema educativo chileno   capitulo revisar estrategia educacion rural provision financiacion educacion especial   lugar   describir resultado educativo grupo alumno   lugar   examinar principal programa dirigido grupo especifico analizar punto fuerte dificultad     capitulo ofrecer recomendación politica especifico  ,4
maclver maclver   2009   desarrollar modelo encajar hallazgo articulo   sugerir estrategia prevencion abandono escolar aplicar nivel sistema educativo servir ejemplo estrategia implementar tiempo crisis financiero   informe presentar estrategia combinar focalizacion abc desvinculacion facilmente medibl   alto ausentismo   problema comportamiento fracaso escolar   reforma escolar integral intervención especifico,4
hoioeuer   tasa finalizacion ensenanza secundario inferior superior seguir insatisfactoria   tasa repeticion alto comparacion internacional   nivel rendimiento alumno disminuir ultimo ano   seguir estar media regional     estatus socioeconomico estudiante escuela fuerte impacto rendimiento estudiante   incluir descripcion detallado sistema escolar uruguayo   incluir gobernanza,4
garantizar apropiacion marco jurisdicción   negociacion objetivo nacional escolarizacion2 2008   2009 actualizar fundamento marco   cambio marco acordar jurisdicción educativo   australian curriculum   assessment and reporting authority   acar    creado 2009   encargar desarrollar curriculo australiano jardin infancia duodecimo curso area aprendizaje acordadas4,4
informacion ingreso hogar ano 2008   ronda analizado 2007   dato ingreso referido ano 2006   anualmente recopilar microdato multidimensional oportuno comparabl ingreso   pobreza   exclusion social condición vida   ano   recopilar dato transversal dato longitudinal,1
centro realizar seguimiento rutinario cifra tasa prevalencia vih sida region   proceso planificacion   mayoria país region establecer organismo separado responsabilidad coordinar actividad multisectorial diverso respuesta nivel micro nivel nacional   organismo generalmente establecer ministerio salud   caso jamaica   establecer oficina ministro   bahama   barbado trinidad tobago   ocuparer,3
ejemplo informe nacional desarrollo educacion   resultado estudio seguimiento evaluacion desempeno estudiante quinto noveno grado   analisis resultado evaluacion externo rendimiento estudiante noveno grado analisis resultado prueba nacional unificado 2012   esquema formal lider escolar participar apoyo par escuela   ejemplo   intercambiar mejor practica   asesorar lider   apoyar escuela aislado rendimiento   concepto lider sistema liderar escuela   contribuir mejora sistema incipiente   mecanismo compartir recurso escuela eficiente infraestructura fisico   equipo material didactico   recurso humano,4
disponible infraestructura ecosistema educativo completo apoyar mejora practica docente   docente necesitar recurso   rubrica   plan lección   ejemplo    conocimiento   colega hablar   experto dar retroalimentacion   espacio reflexion   apoyo jerarquia   oportunidad probar enfoque ensenanza alumno   etc   desarrollo profesional plan adoptar forma   estandar ensenanza   creencia docente apoyo lider escolar sistema   mayoria incluia elemento clave   sesión capacitacion   seguimiento individual docente oportunidad aprendizaje par   consultar capitulo 5    ,4
tasa indigencia panama aumento 1 5 punto porcentual   demas país informacion disponible   republica dominicano   salvador paraguay   registrar cambio significativo tasa pobreza indigencia   grafico 1 3    panama excepcion   ausencia cambio significativo tasa pobreza   registrar aumento apreciable indice brecha pobreza cuadrado   revelar empeoramiento situacion pobre   indice brecha pobreza cuadrado aumento tasa pobreza mexico,1
investigacion huber   2010   desarrollo liderazgo escolar indico serie caracteristica evidente ciel   expectativo clave participante ciel fundamental iniciativa investigacion individual   lugar   intenso exploracion estudio caso   inventario   ocde ile entorno aprendizaje innovador   ocde   2013   anexo   forma impulsar idea acción basado experiencia parte mundo   ,4
existir consenso nacional abrumador hora calidad seguridad prioridad politico   venir marcado mejora cultura transparencia avance obligatoriedad norma acreditacion hospital   labor evaluar él perfeccionar él garantizar mejora calidad evolucione medicion gestion cambio   atencion centrar hospital   calidad atencion primario recibir atencion,3
cambio incluir calibracion factor expansion   metodo utilizado corregir respuesta pregunta ingreso construccion agregado ingreso items recurrencia mensual   diverso cambio   ampliacion ambito estudiado   cambio tipo informante aumento numero pregunta alteración redaccion   necesario empalmar cifra empleo   ingreso pobreza fuente   tarea realizar mision empalme serie empleo   pobreza desigualdad   mesep    cambio metodologico introducido resultado enaho 2010 directamente comparable publicado base encuesta   pais esperar producir serie historico empalmado,1
observacion diferencia rendimiento inmigrante nativo ensenanza secundario primaria coincidir experiencia país   ejemplo   cummins   1984   utdanningsdirektoratet   2007    alumno inmigrante desarrollar lenguaje academico necesario ensenanza complejo   ensenanza lengua dsl proporcionar él forma continuado   ano escuela   folkeskole   educacion secundario superior   mantener él enfoque basado necesidad apoyo dsl   suecia   ejemplo   alumno cuyo lengua materno sueco derecho estudiar sueco lengua   derecho aplicar ensenanza obligatorio secundaria superior,4
producir 1 600 articulo investigacion incluir informe tecnico   boletin mensual   boletin epidemiologico nacional revista revisado par brindar asistencia tecnico cientifico ministerio salud   instituto dedicar investigacion   ensayo clinico   control formacion   apoyar investigacion cientifico programa nacional asignacion fondo   aumentar alcance participacion italiano actividad internacional,3
resultado sugerir estimación ols prima habilidad termino salario resultado empleo proporcionar estimacion limite inferior verdadero rendimiento habilidad   informar cuadro radicalmente importancia relativo rendimiento resolucion problema entorno rico tecnologia   referirar abreviadamente   habilidad alfabetizacion tic    lane conlon   2016      estimar mayor retorno habilidad alfabetizacion tic impacto escolarizacion habilidad marcado alfabetizacion aritmetica1,4
marco definir imagen general prioridad transversal curriculo nivel educacion   plan estudio especificar contenido detallado instruccion grado   tabla 5 2 proporcionar descripcion general marco disponible pais   cobrar educacion primario secundario inferior   anexo 5a detalle  ,4
ensenanza secundario   certificado nacional aprovechamiento escolar   nceo   establecer norma rendimiento alumno   estudiante evaluar arreglo criterio escrito   acompanado ejemplo mostrar nivel esperado rendimiento estudiante   2008   experto evaluacion maories desarrollar herramienta evaluacion entorno maori   vear ministerio educacion zelanda   2010  ,4
ejemplo exitoso chile solidario   recuadro 7    hogar recibir apoyo psicosocial enfatizar importancia acceso salud desarrollo fisico cognitivo hijo   familia aceptado chile solidario trabajar inicialmente trabajador social evaluar condición   agrupada dominio principal   acordar plan accion incluir medida especifico salir pobreza   convertir formalmente   condicionalidad   programa   diferencia rondo 12 punto porcentual estadisticamente significativo considerar grupo menor 15 menor 18 ano   martorano sanfilippo   2012      mayoria beneficiario   95    nino   alentar escuela presionar padre alumno obtener seguro salud,1
país bajo presentar tasa incidencia bajo pobreza monetario   tensión financiero problema vivienda   proporción ligeramente elevado nino experimentar problema vecindad dificultad acceso servicio basico demas país   patrón privacion alemania francia heterogeneo clasificacion país depender medida ambito considerado   presion economico problema frecuente país   tasa incidencia oscilar 22   país bajo 41   francia reino unido,1
porcentaje representar 20   hogar isla exterior 30   hogar tarawa sur   oit   2006b   45      remesa procedente extranjero kiribati   tuvalu vanuatu limitar   ultimo ano aumentar país migracion laboral zelanda marco plan   empleador estacional reconocido    r él    indicio   remesa inversa    familia enviar dinero país origen pariente vivir extranjero ayudar él frente crecient dificultad   adb   2010b   9      remesa local   común isla salomon,1
  carga trabajo medico tiempo consulta corto   minuto medio   tiempo suficiente abordar cuestión salud mental promocion salud     aspecto   sistema atencion primaria israel situado frente futuro reto sanitario común mayoria país desarrollado   incluir cambio adverso factor determinante salud obesidad   habito vida perjudicial salud tabaquismo   envejecimiento poblacion creciente carga enfermedad cronica   fondo disponer historia clinica electronica   hce   completa atencion comunitario   permitir compartir informacion medico   laboratorio   centro diagnostico paciente,3
cuarto enfoque anadiar sesión formacion mecanismo seguimiento formacion comunidad profesional aprendizaje   reunión escolar   visita centro plataforma digital permitiar profesor compartir plan clase intercambiar informacion practica   unico enfoque decir él eficaz   limitar desarrollo profesional formacion inicial   funcionar profesor experto motivado dominar repertorio didactico requerir fomento creatividad pensamiento critico   enfoque resulto eficaz mantener compromiso profesor idea material proyecto tiempo   equipo   400 profesor primaria secundaria participar clase intervencion   tener acceso material oportunidad formacion,4
resultado   proporcion general generico farmaceutico francia mantener torno tercio 2015   tasa sustitucion cercano 80    clase autorizado medicamento   panel b    seriar util adoptar lista amplio medicamento generico sustituir   general   permitir generico   cour des compt   2014c      autoridad planear expansion limitado lista ding generico sustituir   ministerar des affair social   sante et des droit des femm   2015    participacion mercado farmaceutico reembolsado,3
ligeramente alto promedio ocde 1600 hora educacion primario 1618 hora educacion secundario inferior   tiempo ensenanza neto ascendio 662 hora ano escolar   país ocde   promedio ocde   772 hora primaria 694 hora educacion secundario inferior    figura 4 1   ocde   2015a   1 implementacion reforma folkesko él 2014   esperar docente ensenir promedio 80 hora ano escolar   ano escolar soler 40 semana dinamarca   país clasificado orden descendente numero hora lectiva ano educacion secundario inferior   profesor secundaria inferior informar dedicar medio 18 9 hora semana ensenanza   media tali 19 3 hora   7 9 horas planificacion preparacion individual   escuela escuela    media tali 7 1 hora    figura 4 2  ,4
persona necesitar multiplicidad habilidad lograr diverso meta vida   habilidad naturaleza general relevant tipo ocupación   considerado necesario proporcionar base participacion efectivo exitoso vida social economico economia avanzado   ocde desarrollar importante instrumento dato evaluar habilidad   programa ocde evaluacion internacional estudiante   pisa   sigla ingl   evalua joven 15 ano lectura   escritura   aritmetico ciencia   encuesta habilidad adulto   producto programa ocde evaluacion internacional competencia adulto   piaac   evalua adulto 16 65 ano lectoescritura   aritmetico resolucion problema entorno rico tecnologia   llamado   habilidad procesamiento informacion    basar taxonomia reconocido psicologia personalidad   particular factor      extraversion   amabilidad   escrupulosidad   estabilidad emocional apertura    momento   medida integral   realizar trabajo conceptual evaluar potencial desarrollar instrumento medicion futuro   ocde   2015c  ,4
centro   ubicado hospital universitario dakar   ofrecer programa mantenimiento metadona   servicio tratamiento drogodependencia   programa extension programa tratamiento infeccion vih hepatitis consumidor droga   cabo verde poner prueba   ventanilla unico   drogadicto   centro ofrecer multipl servicio tratamiento abuso droga barrio vulnerable ciudad capital praia   promover implementacion enfoque tratamiento basado comunidad   kenia   abrir centro tratamiento sustitucion opiaceo   conocido localmente clinica terapia medicamente asistido   nairobi diciembre 2014   abrio centro malindi febrero 2015 mombasa septiembre 2015,3
fuente   estadistica salud ocde 2014   http    dx doi org 10 1787 health datar   mayoria país ocde implementar cobertura sanitario universal poblacion   país informar 2012 significativo poblacion asegurado   grecia   mexico unido,3
efectividad r phc evalua trav implementación real bangladesh   analisis resultado mostrar mejora condición salud examinado   aceptacion salud publicar   analizar escalabilidad habilitado maquina maquina   m2 m   permitir servicio salud automatico calificado   discutir tema aprender trabajo r phc,3
teoria   docente estatus permanente despedir   ejemplo   resultado medida disciplinario recibir evaluación   insuficiente   consecutiva     practica   despedir docente permanente resultar dificil rar ocurrir   carrera docente prevar etapa diferenciado asociado nivel competencia rol responsabilidad determinado escuela,4
relevante medir longevidad promedio poblacion conjunto recopilar utilizar estandar establecido   esperanza vida medir nacer distinto edad   expectativa vida medir tiempo promedio persona esperar vivir funcion tasa mortalidad especifico edad prevalecer actualmente     esperanza vida nacer estimacion esperanza vida determinado cohorte   tasa mortalidad especifico edad cohorte nacimiento particular antemano   medida esperanza vida nacer referir persona nacido ocde calcular promedio ponderado esperanza vida hombre mujer   indicador esperanza vida cumplir serie criterio caracterizar indicador   ideal    cuadro 5 1    excepcion disponibilidad informacion desagregado grupo poblacion,3
analizar aspecto calidad docente directamente relacionado calidad instruccion relacionado aprendizaje estudiante   analisis mostrar relación positivo competencia pedagogico docente resultado estudiante escuela primario secundaria inferior   educacion formal docente importante grado superior   articulo analizar relacionar hallazgo desarrollo profesional docente   hallazgo importante autoeficacia motivacion docente importante aprendizaje estudiante,4
desafio relacionado radicar contratacion docente calificado establecimiento privado   problema abordar inspección institucional periodica   actualmente   instituto capacitacion desarrollo mauricio   mitd   trabajar red 150 empresa proyecto   1 000 aprendiz inscribir ano seguir curso esquema   representar 30 ciento capacitacion previo empleo     grafico mostrar formacion aprendiz contribuir mejorar empleabilidad joven,4
permitir evaluar implicación mayor nivel gasto medico gasto sanitario publico crecimiento economico   identificar determinant plazo crecimiento gasto medico   ejemplo   modelo egc utilizar él estimar medidar aumento gasto medico impulsado inversion capital tecnologia sanitario   modelo cms equilibrio general computable dinamico representar economia estadounidense estar componer mercado   producto sanitario producto sanitario   modelizar oferta demanda agregada   vear anexo 1 21  ,3
ejemplo informe reciente royal college of general practitioners reino unido   describir modelo practica general función medico cabecera personal atencion primario previsto 2022   royal college of general practitioners   2013    importante vision nacional atencion primario suecia compartir salar   consejo condado   municipio lider atencion primario   requerir accion garantizar entorno politica   estructura regulacion gobernanza   sistema inventivo reembolso infraestructura informacion conducent cambio   existir via difusion efectivo difusion practica   atencion integrado basado comunidad requerir inversion atencion primario,3
tasa crecimiento economico observado 10 ano mantener proximo 15   probable tasa mundial pobreza extremo descienda 4   2030   suponer crecimiento beneficiar grupo renta   pobreza estar extendido africa subsaharián   40   poblacion vivia 1 90 dolar estadounidense 2012,1
reto consistir mantener impulso mejora continuo calidad provincia distrito   consonancia marco mejora calidad establecido norma nacional educacion indonesia   dividir nivel   ano escuela primario ano ciclo secundario   edad oficial acceso 7 ano   comun encontrar nino 6 ano matriculado ano primaria,4
2050   esperar porcentaje aumentar 33    passel   201 l 8j    2009   17   joven inmigrante blanco hispano   grupo mayoritario conjunto poblacion    58   origen hispano 16   asiatico   aparente reto suponer diversificacion aula   alumno canada destacar gracias diversidad   82   alumno inmigrante generacion 81   alumno nativo alcanzar nivel academico basico,4
sector sanitario   reforma objetivo introducir competencia   importante cambio efecto positivo   reforma correr riesgo quedar él camino sistema centralizado oferta precio controlado sistema descentralizado basado competencia regulado   proporcionar incentivo suficiente prestacion servicio calidad control gasto   principal reto completar transicion competencia regulado prestacion asistencia sanitario   reforzar papel aseguradora sanitario agente compra garantizar contencion coste sector sanitario orientado demanda,3
resultado   resultado salud seguir inferior ocde desigualdad significativo   general   reforma ir direccion correcto     razón progreso limitado profundo dificil captar   especialmente entorno sistema informacion orientado objetivo     lento progreso atribuir él magnitud tarea cuestion     prestar suficiente atencion medicion progreso real implementacion efectivo,3
